"name","price","Bedrooms","baths","space","details","time"
"فيلا للبيع في حي الملقا ، الرياض ، الرياض","2,300,000 ريال","5","4","400 م²","فيلا للبيع في حي الملقا ، الرياض ، الرياضقبل 14 دقيقة2,300,000 ريال400 م²4 5 فيلا في حي الملقا
المساحه ٤٠٠ م
العمر ٤ سنوات
الدور الارضي :
صالتين مفتوحة ع بعض مطبخ مقلط مجلس حمامين 
غرفة سايق 
الدور الاول
خمس غرف نوم
اربع حمامات 
الدور العلوي
 غرفة خادمة وغسيل وسطح 
السوم مليونيين و٣٠٠ 
البيع قريب جداً   حي الملقا - الرياض","قبل 14 دقيقة"
"فيلا للبيع في شارع الكندوف ، حي الوادي ، الرياض ، الرياض","2,500,000 ريال","5","4","600 م²","فيلا للبيع في شارع الكندوف ، حي الوادي ، الرياض ، الرياضقبل 42 دقيقة2,500,000 ريال600 م²4 5 للبيع فيلا سكنيه 
في حي الوادي 
مساحه ٦٠٠متر 
عباره عن درج صاله و٣شقق 
وجهه جوبيه شارع ١٥ جنوبي 
عمر العقار ١٠ سنوات
موصفاتها، ،،،، ،
الدور الارضي
مدخلين للفله سياره وغرفه سايق وحوش وملحق ومجلس رجالي ومجلس نسائي ومقلد وصاله وغرفه جلوس وغرفه وغرفه طعا...   حي الوادي - الرياض","قبل 42 دقيقة"
"فيلا للبيع في طريق الملك سلمان ، حي مطار الملك خالد الدولي ، الرياض ، الرياض","2,250,000 ريال","4","4","400 م²","فيلا للبيع في طريق الملك سلمان ، حي مطار الملك خالد الدولي ، الرياض ، الرياضقبل ساعتين2,250,000 ريال400 م²4 4 للبيع فله مساحه ٤٠٠ متر شماليه درج صاله مع شقتين مؤثث مصعد
 الدور الارضي يتكون من مجلس رجال ومجلس نساء ومقلط دورتين مياه مطبخ كبير مع مستودع وغرفه كبار سن
 الدور الأول ٣ غرف نوم مستر مع صاله والسطح مجلس وحمام وغرفه غسيل وسطح والشقق ٣ غرف وصاله ومطبخ ...   حي النرجس - الرياض","قبل ساعتين"
"فيلا للبيع في طريق أنس ابن مالك ، حي الملقا ، الرياض ، الرياض","7,000,000 ريال","4","5","1000 م²","فيلا للبيع في طريق أنس ابن مالك ، حي الملقا ، الرياض ، الرياضقبل ساعة7,000,000 ريال1000 م²5 4 للبيع فيلا درج صالة مع ٣شقق
المساحة ١٠٠٠م
شارع ١٥ شمالي
الموقع حي الملقا.  مخطط ملقا الحمدان 
♦️عمرها ٤سنوات
بناء شخصي
قبو مساحته ٦٠٠ م
يوجد مسبح القبو
مصعد من القبو إلى السطح
الارضي استقبال 
الدور العلوي
 ٥غرف نوم +صالة
السطح..
غرفة شغالة وغسيل وص...   حي الملقا - الرياض","قبل ساعة"
"فيلا للبيع في حي الياسمين ، الرياض ، الرياض","2,400,000 ريال","5","3","375 م²","فيلا للبيع في حي الياسمين ، الرياض ، الرياضقبل ساعة2,400,000 ريال375 م²3 5 للبيع فيلا درج صاله شغل موردن تصميم راقي جداً حي الياسمين مربع 
المساحه ٣٧٥م شارع ١٥ شرقي
تتكون من ٠٠٠
الدور الأرضي استقبال بالكامل
حوش مدخل سياره غرفه سائق
ملحق خارجي ومجلس رجال ومجلس نساء ومقلط وصاله و مطبخ مستودع و مؤسس مصعد تكيف مخفي
الدور الع...   حي الياسمين - الرياض","قبل ساعة"
"فيلا للبيع في شارع الميزان ، حي الفلاح ، الرياض ، الرياض","3,700,000 ريال","5","5","800 م²","فيلا للبيع في شارع الميزان ، حي الفلاح ، الرياض ، الرياضقبل ساعتين3,700,000 ريال800 م²5 5 للبيع فيلا 
في حي الفلاح المربع الذهبي مساحتها ٨٠٠ م 
بناء شخصي ارضيات رخاميه
الدور الارضي :
مجلس رجال ونساء وصاله ومقلط مجلس عربي ومطبخ
الدور الاول:
٤ غرف نوم بدوره مياه لكل غرفه 
+ غرفه نوم ماستر بدوره مياه
الدور الثاني : 
غرفتين ودوره مياه 
الغرف ...   حي الفلاح - الرياض","قبل ساعتين"
"فيلا للبيع في شارع ضباء ، حي المحمدية ، الرياض ، الرياض","4,500,000 ريال","5","5","900 م²","فيلا للبيع في شارع ضباء ، حي المحمدية ، الرياض ، الرياضقبل 21 دقيقة4,500,000 ريال900 م²5 5 الدور الارضي 
مطبخ خارجي موصل مع الملاحق
ملاحق نساء مكون من مجلس ووصاله طعام واوفيس خدمه وغرفة صغيره للاطفال 
ملحق للرجال مع حمام مجلسين رجال وحمامهم ومحلس نساء مع حمامه وصالتين مفتوحتين على بعض ومقلط وغرفة مع حمام لكبيره بالعمر
الدور الاول غرفه رئيس...   حي المحمدية - الرياض","قبل 21 دقيقة"
"فيلا للبيع في حي الياسمين ، الرياض ، الرياض","4,000,000 ريال","4","5","750 م²","فيلا للبيع في حي الياسمين ، الرياض ، الرياضقبل 4 ساعة4,000,000 ريال750 م²5 4 ✨ فرصة ذهبية للباحثين  فلة استثمارية دور+3شقق، و شغل شخصي✨
👈🏻 فلة بناء شخصي، دور+ثلاثة شقق
👈🏻مساحتها:750متر،زاويه:20جنوبي و 15 غربي.
🥗 المواصفات:
👈🏻الدور الارضي:غرفة سائق، مدخل سيارة، مدخال رجال و مدخل نساء، الحوش كبير، و3غرف نوم و مجلس و مقلط...   حي الياسمين - الرياض","قبل 4 ساعة"
"فيلا للبيع في حي النرجس ، الرياض ، الرياض","1,800,000 ريال","3","5","337 م²","فيلا للبيع في حي النرجس ، الرياض ، الرياضقبل 20 دقيقة1,800,000 ريال337 م²5 3 فيلا حي النرجس قمرا ٣
مساحة ٣٣٧.٥م
شارع 18 جنوبي
درج داخلي وشقتين تشطيب راقي
مواصفات الفيلا:
الدور الأول:
مدخل سيارة+غرفه سائق+ملحق
+مجلس رجال+صاله طعام+مجلس نساء+صالة كبيره+ مطبخ
+غرفه كبار سن 
الدور الثاني:
٣ غرف نوم+صاله 
الدور الثالث:
غرفة خادمه ...   حي النرجس - الرياض","قبل 20 دقيقة"
"فيلا للبيع في شارع الأشقر ، حي الملقا ، الرياض ، الرياض","5,300,000 ريال","5","5","600 م²","فيلا للبيع في شارع الأشقر ، حي الملقا ، الرياض ، الرياضقبل 8 ساعة5,300,000 ريال600 م²5 5 فيلا للبييييع بحي الملقي مبااااشر من المالك مساحه ٦٠٠متر .شارع
٢٠شرقي
وصفها الدور الارضي استقبال بالكامل مصعد راكب تكيفات مركزيه راكبه مخفيه. 
الدور الاول ٥غرف نوم وغرفه ماستر وصاله  و٣حمامات ومطبخ .
الدور العلوي غرفه غسيل.
وغرفه العاب وغرفه خادمه
.و...   حي الملقا - الرياض","قبل 8 ساعة"
"فيلا للبيع في طريق الأمير محمد بن سعد بن عبدالعزيز ، حي الملقا ، الرياض ، الرياض","2,400,000 ريال","4","4","400 م²","فيلا للبيع في طريق الأمير محمد بن سعد بن عبدالعزيز ، حي الملقا ، الرياض ، الرياضقبل ساعة2,400,000 ريال400 م²4 4 للبيع بحي الملقا غرب الخير 
فيلا دور و٣ شقق 
المساحه ٤٠٠ متر 
غربيه شارع ٢٠
مستخدمه حولي ٢ سنه 
راكب مكيفات ومطابخ للفيلا كامل
الدور الارضي
٣ غرف وصاله
والدور الثاني 
٣غرف وصاله 
الشقق
كل شقه ٢ غرفه وصاله
الــٍــــد خــٌــل ١٤٥ الف 
البيع ٢ مليون و٥...   حي الملقا - الرياض","قبل ساعة"
"فيلا للبيع في شارع رقم 312 ، حي الملقا ، الرياض ، الرياض","3,500,000 ريال","5","4","450 م²","فيلا للبيع في شارع رقم 312 ، حي الملقا ، الرياض ، الرياضقبل 6 ساعة3,500,000 ريال450 م²4 5 السلام عليكم
للبيع فيلا حى الملقا غرب الخير درج صاله المساحه 450م بدروم ومسبح ومصعد الدورالارضى استقبال والدور الاول 5 اجنحه والسطح غرفة شغاله وملحق شارع 20 شرقى وغرفة سائق قريبه جداً من طريق انس من المالك وحصرى   حي الملقا - الرياض","قبل 6 ساعة"
"فيلا للبيع في طريق الأمير تركي بن عبدالعزيز الأول ، حي الملقا ، الرياض ، الرياض","2,800,000 ريال","5","5","411 م²","فيلا للبيع في طريق الأمير تركي بن عبدالعزيز الأول ، حي الملقا ، الرياض ، الرياضقبل 19 دقيقة2,800,000 ريال411 م²5 5 للبيع فيلا مودرن درج صاله حي الملقا 411م 
            🛑 الفيلا بناء شخصي 🛑
                  /// مواصفات الفيلا ///
الدور الأرضي مدخل سياره وغرفه سائق وملحق خارجي و مجلس و صاله طعام و مجلس نساء مفتوح علي الصاله وغرفه كبار السن ومطبخ وغرفه خادمه ...   حي الملقا - الرياض","قبل 19 دقيقة"
"فيلا للبيع في شارع وادي العميرة ، حي النخيل ، الرياض ، الرياض","9,500,000 ريال","5","5","1300 م²","فيلا للبيع في شارع وادي العميرة ، حي النخيل ، الرياض ، الرياضقبل 4 ساعة9,500,000 ريال1300 م²5 5 للباحثين عن الشغل المودرن  
مميزات القصر قريبه جدا من الخدمات والطرق الرئيسية والمطاعم و المولات والبنوك 
 للبيع قصر فاخر شغل أندلسي  درجة صالة فقط حي النخيل الشرقي 
مساحة 1300 متر
شوارع 15 شمالي 15 غربي 
المواصفات 
غرفة سائق 
مدخلين  سيارة  
ملحقين ...   حي النخيل - الرياض","قبل 4 ساعة"
"فيلا للبيع في حي الملقا ، الرياض ، الرياض","3,500,000 ريال","5","5","500 م²","فيلا للبيع في حي الملقا ، الرياض ، الرياضقبل 6 ساعة3,500,000 ريال500 م²5 5 مشروع مساكن رياض الخزامه
عبارة عن (١١)فلل سكنية 
تفاصيل مساحتها كالتالي 
الترقيم من الشرق للغرب 
شارع عرض (١٨)م  
فيلا رقم( ١ )(٢)(٣)مساحه  (٥٠٠)
فيلا رقم (٢) (٣ )(٤) (٥)( ٦)( ٧) (٨)( ٩) مساحه (٤٠٠) م
فيلا رقم (١٠) (١١) مساحه (٣٤٨.٢٨).
المواصفات.
نظا...   حي الملقا - الرياض","قبل 6 ساعة"
"فيلا للبيع في حي الياسمين ، الرياض ، الرياض","3,400,000 ريال","4","4","560 م²","فيلا للبيع في حي الياسمين ، الرياض ، الرياضقبل 6 ساعة3,400,000 ريال560 م²4 4 للبيع فيلا حي الياسمين درج صالة جديدة شغل شخصي الارضيات رخام مدخل سيارة غرفة سايق ملحق خارجي صاله طعام صالة نساء غرفة كبار السن مقلط  مجلس رجال مجلس نساء الدور الثاني اربع غرف نوم كل غرفة بحمام السطح غرفة الالعاب غرفة شغالة غرفة غسيل مباشرة   حي الياسمين - الرياض","قبل 6 ساعة"
"فيلا للبيع في شارع الأطراف ، حي الملقا ، الرياض ، الرياض","4,700,000 ريال","5","4","600 م²","فيلا للبيع في شارع الأطراف ، حي الملقا ، الرياض ، الرياضقبل 6 ساعة4,700,000 ريال600 م²4 5 للبيع فلل حي تلال حطين مساحه ٢فيلا ٥٦٦م عليه ٤٢٠٠٠٠٠ مساحه ٦٠٠م علية ٤٧٠٠٠٠٠ درج صالة مصعد خمسة غرف نوم كل غرفة بحمام مسبح وجها حجر كل شي علية ضمان مدخل سيارة غرفة سايق ملحق خارجي الموقع غير دقيق   حي الملقا - الرياض","قبل 6 ساعة"
"فيلا للبيع في حي الملقا ، الرياض ، الرياض","4,300,000 ريال","5","4","500 م²","فيلا للبيع في حي الملقا ، الرياض ، الرياضقبل 6 ساعة4,300,000 ريال500 م²4 5 للبيع فيلا بحى  الملقا  رياض الخزامى 
المساحة ٥٠٠متر 
شارع ٢٠م شمالى 
الموصفات 
الدور الاول غرفة سائق ملحق خارجى مجلس رجال مقلط صالة مطبخ  مسبح 
الدور الاول  ٥ غرفة نوم ماستر 
الدور العلوى 
غرفة نوم ماستر وصالة رياضية مع جلسة بالسطح 
وغرفة خا...   حي الملقا - الرياض","قبل 6 ساعة"
"فيلا للبيع في حي الياسمين ، الرياض ، الرياض","2,400,000 ريال","5","4","370 م²","نعتذر للوسطاء
( ( فـــيلا للـــبيع ) )
الموقــع : حى الياسمين 
درج فى الصاله راقيه
 
مصعد  - ارضيات رخام - تكيف مركزى - ضمانات على الفيلا - صاله فى السطح - مسطحات خضراء
 
المــساحـــــه : 370 م  
عرض الشارع : 15م جنوبي
تتكون من :
الدور الارضى••• : ...","قبل 22 دقيقة"
"فيلا للبيع في حي الياسمين ، الرياض ، الرياض","2,300,000 ريال","3","5","405 م²","للبيع فيلا حي الياسمين شارع الخيالة 
الفيلا درج بالصالة و شقتين المساحه ٤٠٥ 
الشارع ١٥ شمالي 
شقه مسروقه( 
٣ غرف نوم ودورتين مياه ومطبخ وصاله )
شقه في السطح (
٣غرف نوم ودورتين مياه ومطبخ وصاله
وحديقة وغرف خادمه معزوله مع دورة مياه
الدور الأول.:
ملحق...","قبل 5 ساعة"
"فيلا للبيع في حي الملقا ، الرياض ، الرياض","3,000,000 ريال","5","4","450 م²","للبيع فيلتين تصميم مودرن درج صاله حي الملقا مساحة كل فيلا ٤٥٠م
مواصفات الفيلا
الدور الأرضي مدخل سياره وغرفه سائق وملحق خارجي
ومجلس وصاله طعام ومجلس نساء مفتوح علي الصاله وغرفه كبار السن ومطبخ وغرفه خادمه وغسيل ومصعد
الدور العلوي ٥ غرف نوم وصاله
السطح...","قبل ساعتين"
"فيلا للبيع في حي الملقا ، الرياض ، الرياض","2,800,000 ريال","5","5","450 م²","نعتذر للوسطاء
( ( فـــيلا للـــبيع ) )
الموقــع : حى الملقا 
درج فى الصاله راقيه
 
مصعد    - ارضيات رخام - تكيف مركزى - ضمانات على الفيلا - صاله فى السطح - غرفه نوم لكبار السن 
 
المــساحـــــه : 450 م  
عرض الشارع : 15م جنوبي
تتكون من :
الدور الار...","قبل 22 دقيقة"
"فيلا للبيع في شارع العمارية ، حي القيروان ، الرياض ، الرياض","2,100,000 ريال","5","5","392 م²","للبيع فله درج صاله _شقتين مودرن المساحه ٣٩٣م
الموقع القيروان
الواجهه جنوبيه شارع ١٥
المواصفات تتكون الدور الأرضي مجالس رجال مجالس نساء مطبخ
الدور الاول
صاله ٣ غرف نوم و٣ دورت مياه
الدور الثاني غرفتين ودورتين مياه وسطح
الشقة تتكون من  غرفتين  نوم و مج...","قبل 8 دقيقة"
"فيلا للبيع في حي حطين ، الرياض ، الرياض","4,200,000 ريال","5","5","500 م²","(( نعتذر الوسطاء ))
                   { فيلا للـــبيع }
•• حــى : حطين 
درج فـى صـــاله راقيه تحت التشطيب
•• المساحــة : 500 م
• الـشارع: 20 م 
الفيلامع المالك
• ممــيزات فى الفيـــلا :
مصعد راكب - مسبح - حديقه - تكيف مركزى - ارضيات رخام - صاله فى ...","قبل 16 دقيقة"
"فيلا للبيع في حي الملقا ، الرياض ، الرياض","4,600,000 ريال","5","5","600 م²","(( نعتذر الوسطاء ))
                   { فــيلا للـــبيع }
•• حــى : حطــــين ( رياض الخزامى )
درج فـى صـــاله راقيه
•• المساحــة : 600 م
• الـشارع: 28 م شرقى 
الفيلامع المالك
موقع ممتاز وحى راقي فلل كبيره وقصور
• ممــيزات فى الفيـــلا :
مصعد راكب - ...","قبل 16 دقيقة"
"فيلا للبيع في شارع رقم 165 ، حي الملقا ، الرياض ، الرياض","10,500,000 ريال","5","5","1100 م²","💦💦نعتذرللوسطاء💦💦
فلل فاخرة جدا للبيع بالملقا
العجلان
ظهيرة الامير  محمد بن سعد (الخير)
غربية شارع ٢٥
شغل فخم
تشطيب قصور
درج بالصاله
مع مدخل سياره
غرفة سايق  ملحق خارجي
تكيف مخفي
مصعد
مسبح
استقبال تحت مفتوح 
اجنحة خاصة
السطح
صاله كبيرة و غرف للخا...","قبل ساعتين"
"فيلا للبيع في شارع جلاجل ، حي النخيل ، الرياض ، الرياض","10,000,000 ريال","5","5","1300 م²","للبيع قصر فاخر جدااا.
حي النخيل الشرقي.
المساحة.١٣٠٠م
زاوية شمالي غربي.
شوارع١٥م...
المواصفات...
القصر عبارة عن تحفة فنية معمارية..
 تجمع بين العمارة الإسلامية.والحديثة.
ملاحق خارجية.. رجال ونساء..استقبال.رجال ونساء.صالة طعام كبيرة.غرفة تحضير طعام.مط...","قبل 10 ساعة"
"فيلا للبيع في حي الياسمين ، الرياض ، الرياض","2,600,000 ريال","4","4","385 م²","للبيع فيلا مساحة ٣٨٥ درج داخلي حي الياسمين
مواصفات الفيلا مدخل سياره وغرفة سايق ومجلس وصالة ومقلط ومطبخ ومجلس نساء الدور ومسبح
الدور العلوي ٤ غرف نوم وصالة السطح غرفة شغالة وغرفة غسيل وصالة الفيلا على السوم/ مؤدرن تكييف مركزي ويوجد فلل للبيع مساحات م...","قبل 4 ساعة"
"فيلا للبيع في طريق الأمير محمد بن سعد بن عبدالعزيز ، حي الملقا ، الرياض ، الرياض","4,850,000 ريال","6","5","600 م²","عرض رقم / 559​
نوع العرض / للبيع​
نوع العقار/فيلا ​
المدينة /الرياض
الحي /الملقا​
المساحة /600​
السعر / 4.850.000​
​
تفاصيل الفيلا​
​
​
​
​
ملحق خارجي +حوش رجال +مدخل سياره
حوش نساء + مسبح
الدور الارضي​
مجلس رجال واسع +مقلط +دورة مياه
+صالة واسعه +م...","قبل 5 ساعة"
"فيلا للبيع في حي الملقا ، الرياض ، الرياض","4,000,000 ريال","5","5","500 م²","للبيع ٢فيلا درج صاله
        ملقا الحمدان
المساحة ٥٠٠م
شارع ٢٠ شمالي
المواصفات
تكيف مخفي مصعد مسبح  ارضيات رخام مسطحات خضراء.ملاحق خارجية مطبخ داخلي مطبخ خارجي
الدور الأرضي استقبال بالكامل
ملحق خارجية
الدور الأول ٥ اجنحه نوم وصالة
السطح غرفه بدورة مي...","قبل ساعتين"
"فيلا للبيع في حي الياسمين ، الرياض ، الرياض","2,300,000 ريال","4","4","362 م²","للبيــــــــع فلتين درج مع شقتين
الياسمين 
مساحه كل فيلا ٣٦٢م
شارع ٢٠شمالي
مدخل سياره ملحق خارجي مجلس رجال ومقلط مجلس نساء مطبخ 
غرفه كبار السن 
الدور الاول 
٣احنحه نوم 
السطح غرف غسيل وغرفه شغاله 
الشقق 
كل شقه غرفتين ومجلس وصاله ٢
حمامات 
السوم ٢مل...","قبل 4 ساعة"
"فيلا للبيع في حي العارض ، الرياض ، الرياض","1,350,000 ريال","5","5","200 م²","للبيع دبلكس 
الموقع : دانة الياسمين شارع 15 شمالي مؤسس لها مصعد
المواصفات : 
الدور الارضي 
باب كراج غرفة سايق مجلس رجال مع صالة طعام ودورة مياه 
صالة عائلية مطبخ .
الدور الاول : 4 غرف نوم صالة 
السطح : غرفة صالة إلعاب جلسة جانبية في السطح غرفة خادمة ...","قبل 33 دقيقة"
"فيلا للبيع في شارع ابراهيم الزوواي ، حي حطين ، الرياض ، الرياض","2,000,000 ريال","4","3","420 م²","للبيع في حي حطين مستخدمة 17 سنة  
فيلا دور و3 شقق متظاهرة شمالي جنوبي شوارع ٢٠م 
المواصفات 
الدور  مدخل سياره ومستودع ومجلس وصالة ومطبخ 
4 غرف نوم و3 دورات مياه
الدور مفصول كامل علي شارع  
الشقق عدد 3 شقق
كل شقة غرفتين نوم ومجلس ومطبخ وصالة ودورتين ...","قبل 44 دقيقة"
"فيلا للبيع في حي حطين ، الرياض ، الرياض","3,100,000 ريال","3","5","450 م²","للبيع فيلا درج +شقتين بحطين النموزجى 
المساحه ٤٥٠م
شارع ١٥ غربى 
المكونات 
غرفه سواق مدخل سياره مجلس ومقلط وصاله ومطبخ معى غرفه شغاله وغسيل وغرفه كبار سن
العلوى 
ثلاثه غرف وصاله 
السطح غرفتين نوم
الشقق 
كل شقه غرفتين نوم وصاله
السوم ٣ مليون ١٠٠ الف
ن...","قبل 7 ساعة"
"فيلا للبيع في شارع الأطراف ، حي الملقا ، الرياض ، الرياض","4,700,000 ريال","4","4","600 م²","للبيع ٨ فيلل في حي الملقا (تلا حطين)
٢فيلا مساحه ٥٦٦متر 
شمالي ١٥ ش+ جنوبي شارع ١٥
+ ٦فيلل مساحه ٦٠٠متر
شمالي شارع ١٥م
جنوبي شارع ١٥م
المواصفات مدخل سياره غرفه سائق
ملحق خارجي
مجلس رجال ونساء ومقلط
مطبخ مصعد مسبح
الدور الاول ٥ أجنحة نوم
وصاله
الص...","قبل 40 دقيقة"
"فيلا للبيع في شارع 516 ، حي النرجس ، الرياض ، الرياض","3,800,000 ريال","4","5","660 م²","فيلا للبيع بناء شخصي جنوب سلمان الكيلوا الثاني مقابل مسجد من الخلف 
المساحة660م
3شوارع 15 جنوبي- 16شرقي - 10 شمالي
4 غرف نوم ملاحق خارجيه وصاله وغرفه +غرفة غسيل بالسطح
رقم القطعة 3277 مخطط 2737
سوم ٣ مليون و٥٠٠
البيع ٣ مليون و٨٠٠ الف
الموقع غير دقيق ...","قبل ساعتين"
"فيلا للبيع في شارع المجامين ، حي الملقا ، الرياض ، الرياض","4,800,000 ريال","4","5","615 م²","عرض رقم / 556​
نوع العرض / للبيع​
نوع العقار/فيلا ​
المدينة /الرياض
الحي /الملقا​
المساحة /615 م​
السعر / 4مليون و 800 الف​
​
تفاصيل الفيلا​
الدور الارضي
مدخل سيارة +مسبح+مشب+ حوش+ مجلس رجال +مجلس نساء+غرفة سائق+ مقلط + صالة واسعة + مطبخ​
الدور الاو...","قبل 5 ساعة"
"فيلا للبيع في شارع عبدالرحمن بن خميس ، حي العارض ، الرياض ، الرياض","1,600,000 ريال","4","4","300 م²","للبيع فلتين  درج صاله مع شقه
في العارض 
شارع ١٥ غربي 
مساحه ٣٠٠
الموصفات ؛-
الدور الارضي استقبال 
ملحق مدخل سياره مؤسس مصعد 
صالات مفتوحه شغل مودرن 
الدور الاول ٤ غرف نوم 
السطح غرفة خادمه غرفة غسيل 
الشقه ٣ غرف وصاله ومطبخ و ٢ حمام
السوم مليون ٦٠٠
ا...","قبل 7 ساعة"
"فيلا للبيع في شارع رقم 384 ، حي النرجس ، الرياض ، الرياض","1,850,000 ريال","4","5","292 م²","فيلا للبيع في شارع رقم 384 ، حي النرجس ، الرياض ، الرياضقبل 5 ساعة1,850,000 ريال292 م²5 4 للبيع ٣ فيلا
درج صاله فقط فقط
مفصوله
في حي النرجس
مساحة ٢٩٢م
شارع ١٥م غربى 
المواصفات مدخل سياره غرفه سائق 
مجلس رجل مقلط و مجلس نساء مطبخ 
الدور الأول 
٤ غرف نوم مستر وصاله 
السطح غرف خدامه وغرف غسيل وصاله رياضه كبيره 
البيع على السوووووم   حي النرجس - الرياض","قبل 5 ساعة"
"فيلا للبيع في حي الياسمين ، الرياض ، الرياض","1,950,000 ريال","4","4","420 م²","فيلا للبيع في حي الياسمين ، الرياض ، الرياضقبل ساعتين1,950,000 ريال420 م²4 4 للبيع فله فى حي الياسمين مساحه ٤٢١م مفصولة دورين زاويه شماليه شرقيه شوارع ١٥م  وملحق كل دور مدخل خاص ومدخل سياره ومجلس ومقلط وصاله ٣غرف نوم والسطح ملحق عليها مليون ٨٥٠ سوم   حي الياسمين - الرياض","قبل ساعتين"
"فيلا للبيع في شارع ابي السعادات الحمودي ، حي الربيع ، الرياض ، الرياض","5,800,000 ريال","6","5","770 م²","فيلا للبيع في شارع ابي السعادات الحمودي ، حي الربيع ، الرياض ، الرياضقبل ساعة5,800,000 ريال770 م²5 6 فلة الربيع الغربي 770م
واجهه غربيه
عرض الشارع20م
🚫تحت التشطيب النهائي (نظافة جلي) 🚫
❄️التكييف مخفي (مركزي)
🏛مصعد كهربائي يخدم الادوار كامله
ادور الارضي :
ملحق خارجي رجال + نساء بدورات مياه
مطبخ خارجي
مطبخ داخلي
مجلس رجال
مجلس نساء (           ...   حي الربيع - الرياض","قبل ساعة"
"فيلا للبيع في حي الملقا ، الرياض ، الرياض","3,700,000 ريال","5","5","500 م²","فيلا للبيع في حي الملقا ، الرياض ، الرياضقبل 24 دقيقة3,700,000 ريال500 م²5 5 للبيع مشروع ١١ فيلل
حي رياض الخزامي
٣فلل مساحه ٥٠٠م
شارع ١٨شمالي مواصفات
الدور الارضي استقبال بالكامل ملحق خارجي مجلس رجال مقلط صاله كبير مطبخ ومسبح مصعد مدخل سيارة غرفة سائق 
الدور العلوى ٥اجنحه نوم وصاله والسطح غرفه خادمه وغرفه غسيل
السعر ٣مليون ٧...   حي الملقا - الرياض","قبل 24 دقيقة"
"فيلا للبيع في شارع ابي معاذ الانصاري ، حي الربيع ، الرياض ، الرياض","2,900,000 ريال","4","4","360 م²","فيلا للبيع في شارع ابي معاذ الانصاري ، حي الربيع ، الرياض ، الرياضقبل 4 ساعة2,900,000 ريال360 م²4 4 فيلا مودرن بتصميم وتشطيب راقيين تسع لعائلة
مكونة من 5الي 7 اشخاص موقع معيز بالقرب من
طريق الأمير محمد بن سلمان بنا شخصي مع الضمانات جميع المجا لس والصا آلات مطلة على السبح ارضيات رخام كريم مارفيل دورات المياه شركة نجم ابا حسين المسبح من تنفيذ شركة عب...   حي الربيع - الرياض","قبل 4 ساعة"
"فيلا للبيع في حي القيروان ، الرياض ، الرياض","1,750,000 ريال","4","5","337 م²","فيلا للبيع في حي القيروان ، الرياض ، الرياضقبل 3 ساعة1,750,000 ريال337 م²5 4 للبيع فيلا درج صاله في حي 
القيروان مخطط الدار
مخطط مطور الفلا شغل شخصي
...
مساحه ٣٣٧م 
شارع ١٥ م شمالي
المواصفات الدور الأرضي 
 مدخل سياره غرف حارس صاله رجال و نساء ومطبخ 
ملحق خارجى 
تأسس مصعد
ومقلط
الدور الاول ٥ غرف نوم مستر  وصاله 
السطح غرف نو...   حي القيروان - الرياض","قبل 3 ساعة"
"فيلا للبيع في شارع أحمد موالا العمري ، حي النرجس ، الرياض ، الرياض","1,900,000 ريال","4","5","385 م²","فيلا للبيع في شارع أحمد موالا العمري ، حي النرجس ، الرياض ، الرياضقبل 4 ساعة1,900,000 ريال385 م²5 4 1-نوع العقار : للبيع فلل
2-الموقع : حي النرجس (مخطط القمرا)
3-المساحة : 385 م 2
4-المواصفات :
* الدور الأرضي : مجلس + دورة مياة + مقلط + صالة  + دورة مياة + مطبخ + غرفة غسيل + غرفة خادمة + دورة مياة.
* الدور الاول :جناح رئيسي + ثلاث أجنحة + صالة.
* ا...   حي النرجس - الرياض","قبل 4 ساعة"
"فيلا للبيع في شارع عيسى بن احمد المرشدي ، حي العارض ، الرياض ، الرياض","1,750,000 ريال","7","4","343 م²","فيلا للبيع في شارع عيسى بن احمد المرشدي ، حي العارض ، الرياض ، الرياضقبل ساعة1,750,000 ريال343 م²4 7 فلتان درج صاله موسس مصعد ومسبح 
شارع ٢٠ شمالي تفتح ع حديقه ومسجد 
المساحه ٣٤٣٠م 
السوم ١٧٣٠٠٠٠   حي العارض - الرياض","قبل ساعة"
"فيلا للبيع في حي النرجس ، الرياض ، الرياض","1,800,000 ريال","5","5","356 م²","فيلا للبيع في حي النرجس ، الرياض ، الرياضقبل ساعتين1,800,000 ريال356 م²5 5 تم الحجز
نستقبل الطلبات والعروض المباشر   حي النرجس - الرياض","قبل ساعتين"
"فيلا للبيع في حي النرجس ، الرياض ، الرياض","1,500,000 ريال","5","5","260 م²","فيلا للبيع في حي النرجس ، الرياض ، الرياضقبل ساعة1,500,000 ريال260 م²5 5 للبيع ٦فلل درج بالصاله دبلكس رياض النرجس 
مساحه ٢٦٠م
شارع ٢٠جنوبي 
السعر مليون ٥٠٠
الفلل تتكون من تحت إستقبال 
غرفه سواق ومجلس 
ومقلط وصاله ومطبخ
وموسس مصعد وملحق
ومدخل سياره 
الدور الثاني 
اربع غرف نوم وصاله 
السطح غرفه شغاله 
وغرفه للغسيل 
وصاله ري...   حي النرجس - الرياض","قبل ساعة"
